entity	type	label_pt	comment_pt	label_en	comment_en	wikidata
Arame,_Maranhão	Municipalities_in_Maranhão	Arame (Maranhão)	Arame é um município brasileiro do estado do Maranhão. Sua população estimada em 2008 era de 32.750 habitantes.	Arame, Maranhão	Arame is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Arapoema	Municipalities_in_Tocantins	Arapoema	Arapoema é um município brasileiro do estado do Tocantins localizada na região Norte do Estado, a 384 km da capital Palmas. Sua população estimada em 2013 era de 6.844 habitantes. Sua Área é de 1.552,21 km² representando 0.5591% do Estado, 0.0403% da Região e 0.0183% de todo o território brasileiro. Está a 221 metros acima do nível do mar. Seu IDH é de 0.654 segundo o Atlas de Desenvolvimento Humano/PNUD (2000).	Arapoema	Arapoema is a municipality located in the Brazilian state of Tocantins. Its population was 6,799 (2015) and its area is 1,552 km².	
Araputanga	Municipalities_in_Mato_Grosso	Araputanga	Araputanga é um município brasileiro do estado de Mato Grosso.	Araputanga	Araputanga is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Arari	Municipalities_in_Maranhão	Arari	Arari é um município brasileiro do estado do Maranhão. Possui uma população de 27.753 habitantes (Censo 2007).	Arari	Arari is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Arenápolis	Municipalities_in_Mato_Grosso	Arenápolis	Arenápolis é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 14º27'01 sul e a uma longitude 56º50'46 oeste, estando a uma altitude de 247 metros. Sua população estimada em 2010 era de 10 316 habitantes. Possui uma área de 416,785 km². É em Arenápolis onde fica o Polo de Inacessibilidade do continente Sul-Americano, sendo assim, o local mais longínquo do oceano na América do Sul. Situa-se exatamente a 14.05°S 56.85°W.	Arenápolis	Arenápolis is a municipality in the state of Mato Grosso in the Central-West Region of Brazil. It is the closest town to the South American continental pole of inaccessibility.	
Aripuanã	Municipalities_in_Mato_Grosso	Aripuanã	Aripuanã é um município brasileiro do estado de Mato Grosso.	Aripuanã	Aripuanã is a town and municipality in the state of Mato Grosso in the Central-West Region of Brazil. It is located on the banks of the Aripuanã River. The city is served by Aripuanã Airport. The municipality contains the 8,517 hectares (21,050 acres) Rio Flor do Prado Ecological Station, a fully protected environmental unit created in 2003.It also holds part of the 164,224 hectares (405,810 acres) Guariba-Roosevelt Extractive Reserve, a sustainable use unit created in 1996.	
Ariquemes	Municipalities_in_Rondônia	Ariquemes	Ariquemes é um município brasileiro do estado de Rondônia. Fundado em 21 de novembro de 1977, seu nome é uma homenagem a tribo extinta de indígena Arikeme, habitantes originais dessa região e estes índios falavam o txapakura, pertencente ao tronco linguístico tupi. Ariquemes, é hoje a terceira maior cidade do estado de Rondônia e também um dos maiores polos de educação superior da região.	Ariquemes	Ariquemes is a municipality located in the Brazilian state of Rondônia. Its population was 102,860 (2014) and its area is 4,427 km2. It is the third-largest city in Rondônia state.	
Arraias	Municipalities_in_Tocantins	Arraias	Arraias é um município brasileiro do estado do Tocantins. Possui uma área de 5419,9 km² e localiza-se a uma latitude 12º55'53 sul e a uma longitude 46º56'18 oeste. É a cidade mais alta do estado do Tocantins e a segunda cidade mais alta de toda a Região Norte do Brasil, estando situada a uma altitude média de 722,40 metros. Arraias é também a cidade mais fria do Tocantins e uma das mais frias de toda a Região Norte do país. Sua população estimada em 2004 era de 10 970 habitantes.	Arraias	Arraias is a municipality located in the Brazilian state of Tocantins. Its population was 10,778 (2015) and its area is 5,787 km². The city is served by Arraias Airport.	
Assis_Brasil	Municipalities_in_Acre_(state)	Assis Brasil	Assis Brasil é um município brasileiro do estado do Acre. Sua população, estimada em 2014 pelo Instituto Brasileiro de Geografia e Estatística (IBGE), era de 6 610 habitantes e sua área é de 2 875,915 km² (1,9 hab./km²). A cidade está localizada na tríplice fronteira entre o Brasil, o Peru e a Bolívia, formando uma conurbação, ou núcleo de populações vizinhas, com a cidade peruana de Iñapari e com a cidade boliviana de Bolpebra. O município é servido pela rodovia BR-317 (Rodovia Transoceânica), que é a única rodovia que liga o Brasil ao Peru.	Assis Brasil	Assis Brasil is a municipality located in the south of the Brazilian state of Acre. Its population is 5351 (as of 2007) and its area is 2,876 square kilometres (1,110 sq mi). The municipality contains part of the Rio Acre Ecological Station.It also contains part of the 931,537 hectares (2,301,880 acres) Chico Mendes Extractive Reserve, a sustainable use environmental unit created in 1990.	
Atalaia_do_Norte	Municipalities_in_Amazonas_(Brazilian_state)	Atalaia do Norte	Atalaia do Norte é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Sudoeste Amazonense e Microrregião do Alto Solimões, localiza-se a sudoeste de Manaus, capital do estado, distando desta cerca de 1.136 quilômetros. Ocupa uma área de 76 354,985 km² e sua população, estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) em 2014, era de 17 658 habitantes, sendo assim o quadragésimo sétimo município mais populoso do estado do Amazonas e o oitavo de sua microrregião.	Atalaia do Norte	Atalaia do Norte is the most western municipality in the Brazilian state of Amazonas. Its population was 13,682 (2008) and its area is 76,355 km², thus making it the third largest municipality in Amazonas and the seventh largest in Brazil.	
Augustinópolis	Municipalities_in_Tocantins	Augustinópolis	Augustinópolis é um município brasileiro localizada no extremo norte do estado do Tocantins. Com uma área de 408,05 km² e uma população em torno de 16.000 habitantes, é o terceiro maior município da região conhecida como Bico do Papagaio.	Augustinópolis	Augustinópolis is a municipality located in the Brazilian state of Tocantins. Its population was 17,627 (2015) and its area is 395 km².	
Augusto_Corrêa	Municipalities_in_Pará	Augusto Corrêa	Augusto Corrêa é um município brasileiro do estado do Pará. Localiza-se a uma latitude 01º01'18 sul e a uma longitude 46º38'06 oeste, estando a uma altitude de 20 metros. Sua população estimada em 2010 era de 40 435 habitantes.Possui uma área de 889,2,79 km²pp As praias prainha , cupim,coroa comprida,perimirim,anoira Pontos turisticos Anoira Praça 28 de março Praça sao miguel Sitio luis cunha Praça da concha Orla Trapiche Cruzeiro Palácio das Piscinas Festas culturais Carnaval Uruluar Feira da cultura Cirio de nazare Festa de sao miguel Athaide doido	Augusto Corrêa	Augusto Corrêa is a municipality in the state of Pará in the Northern region of Brazil.	
Aurora_do_Pará	Municipalities_in_Pará	Aurora do Pará	Aurora do Pará é um município brasileiro do estado do Pará. Localiza-se a uma latitude 02º08'02 sul e a uma longitude 47º33'32 oeste, estando a uma altitude de 50 metros. Sua população estimada em 2010 era de 26 579 habitantes.Possui uma área de 18242,79 km².	Aurora do Pará	Aurora do Pará is a municipality in the state of Pará in the Northern region of Brazil.	
Aurora_do_Tocantins	Municipalities_in_Tocantins	Aurora do Tocantins	Aurora do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 12º42'47 sul e a uma longitude 46º24'28 oeste, estando a uma altitude de 468 metros. Sua população estimada em 2009 era de 3 523 habitantes.Possui uma área de 755,99 km².	Aurora do Tocantins	Aurora do Tocantins is a municipality located in the Brazilian state of Tocantins. Its population was 3,682 (2015) and its area is 753 km².	
Autazes	Municipalities_in_Amazonas_(Brazilian_state)	Autazes	Autazes é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Centro Amazonense e à Microrregião de Manaus, localiza-se a sudeste de Manaus, capital do estado, distando desta cerca de 113 quilômetros. Ocupa uma área de 7 599,282 km² e sua população, estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) em 2015, era de 37 033 habitantes, sendo assim o décimo-sexto município mais populoso do estado do Amazonas e o quinto de sua microrregião. Autazes sedia a maior festa bovina da Amazônia Ocidental, a Festa do Leite.	Autazes	Autazes is a municipality located in the Brazilian state of Amazonas. Its population was 28,729 (2005) and its area is 7,599 km². It is located south-east of Manaus, just west of the Madeira River.	
Aveiro,_Pará	Municipalities_in_Pará	Aveiro (Pará)	Aveiro é um município brasileiro do estado do Pará, pertencente à Mesorregião do Sudoeste Paraense. Localiza-se no norte brasileiro. O município ocupa uma superfície de 17158 km² e tem uma população de cerca de 15 mil habitantes.	Aveiro, Pará	Aveiro, Pará is a municipality in the state of Pará in the Northern region of Brazil. The municipality holds part of the Tapajós National Forest, a 549,067 hectares (1,356,770 acres) sustainable use conservation unit created in 1974.	
Axixá	Municipalities_in_Maranhão	Axixá	Axixá é um município brasileiro do estado do Maranhão.	Axixá	Axixá is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Axixá_do_Tocantins	Municipalities_in_Tocantins	Axixá do Tocantins	Axixá do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 05º36'59 sul e a uma longitude 47º47'10 oeste, estando a uma altitude de 210 metros. Sua população estimada em 2009 era de 10 203 habitantes. É o menor município do Tocantins, com uma área de apenas 104,89 km².	Axixá do Tocantins	Axixá do Tocantins is a municipality located in the Brazilian state of Tocantins. Its population in 2005 was of 8,104 and its area is 150 km². It is the smallest municipality in that state by area.	
Açailândia	Municipalities_in_Maranhão	Açailândia	Açailândia é um município brasileiro do estado do Maranhão. É o oitavo município mais populoso do estado, com um total de 109.685 habitantes, segundo estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE) em 2015. É sede da Região de Planejamento dos Carajás. O PIB de Açailândia em 2013 foi de R$ 1.578.986.000, tornando o município o 5º maior PIB do estado do Maranhão e possuindo, segundo o IBGE, em 2009, a 4ª colocação em renda per capita de seu estado: R$ 12.865,82 por habitante.	Açailândia	Açailândia is a Brazilian municipality in the western part of Maranhão State, at an elevation of 787 feet (240 m). Its population in 2010 was estimated to be 104,013, making it the eighth largest city in the state. The name of the city means land of the açaí. The city is an important center of agribusiness, the area having the largest cattle stock in Maranhão. The production of pig iron is the municipality's biggest single economic activity. Açailândia is part of the Carajas Development Corridor and the city houses many of the workers who produce charcoal in the area.	
Babaçulândia	Municipalities_in_Tocantins	Babaçulândia	Babaçulândia é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 07º12'17 sul e a uma longitude 47º45'25 oeste, estando a uma altitude de 178 metros. Possui uma área de 1916,4 km², e sua população estimada em 2004 era de 10 888 habitantes.	Babaçulândia	Babaçulândia is a municipality in the state of Tocantins, Brazil. Babaçulândia was founded on 1 January 1954.It has an area of 1,788.461 square kilometres (690.529 sq mi).The most recent population figure as of 2016 was 10,424 people.The municipality includes the buffer zone of the Tocantins Fossil Trees Natural Monument.	
Bacabal	Municipalities_in_Maranhão	Bacabal	Bacabal é um município brasileiro do interior do estado do Maranhão, Região Nordeste do país. localizado a cerca de 240 km de distância da capital do estado, São Luís. A população do município é de 102.656 habitantes, segundo estimativa do IBGE em 2015, e 1 683 km². É município-sede da Região de Planejamento do Mearim.	Bacabal	Bacabal is a city in Maranhão, Brazil. It is located approximately 250 km south of the state capital São Luís. The city proper has a population of 102,656 (IBGE 2015 estimate). It is the seat of the Roman Catholic Diocese of Bacabal. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Bacabeira	Municipalities_in_Maranhão	Bacabeira	Bacabeira é um município brasileiro do estado do Maranhão. Incluída recentemente na Região Metropolitana de São Luís. Sua população é de 16.276 habitantes (Censo 2014).	Bacabeira	Bacabeira is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Bacuri,_Maranhão	Municipalities_in_Maranhão	Bacuri (Maranhão)	Bacuri é um município brasileiro do estado do Maranhão. Sua população estimada em 2010 era de 16.626 habitantes.	Bacuri, Maranhão	Bacuri is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Bacurituba	Municipalities_in_Maranhão	Bacurituba	Bacurituba é um município brasileiro do estado do Maranhão. Sua população é de 5.425. O litoral, distante pouco mais de 10 km da cidade, é formado por várias praias desertas. A cidade é apelidada de São Bento Velho, porque naquela área ficava a vila onde começou a se formar o município de São Bento, e até sua fundação, Bacurituba ainda era de fato, parte da zona rural de São Bento.	Bacurituba	Bacurituba is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Bagre,_Pará	Municipalities_in_Pará	Bagre (Pará)	Bagre é um município brasileiro do estado do Pará, pertencente à Mesorregião do Marajó. Localiza-se no norte brasileiro, a uma latitude 01º53'59 sul e à longitude 50º09'52 oeste.	Bagre, Pará	Bagre is a Brazilian municipality located in the state of Pará. Its population as of 2008 is estimated to be 19,780 people. The area of the municipality is 4,397.290 km². The city belongs to the mesoregion Marajó and to the microregion of Portel.	
Baião,_Pará	Municipalities_in_Pará	Baião (Pará)	Baião é um município brasileiro do estado do Pará. Localiza-se a uma latitude 02º47'26 sul e a uma longitude 49º40'18 oeste, estando a uma altitude de 30 metros. Sua população estimada em 2013 era de 41.907 habitantes. Possui uma área de 3202,399 km².	Baião, Pará	Baião, Pará is a municipality in the state of Pará in the Northern region of Brazil.	
Balsas,_Maranhão	Municipalities_in_Maranhão	Balsas	Balsas é um município brasileiro do estado do Maranhão. O município se destaca pela agricultura mecanizada, sendo responsável por grande parte dos produtos agrícolas (principalmente a soja) que são levados para Porto Franco(MA) e Uruçuí(PI) para esmagamento da soja. Em 2013, seu PIB foi o 3º maior do estado, equivalente a R$ 2.513.786.000, atrás apenas de São Luis e Imperatriz. É sede da Região de Planejamento dos Gerais de Balsas.	Balsas, Maranhão	Balsas is a city in the state of Maranhão, northeast Brazil. It is located in southern Maranhão, 800 km from the capital of the state, São Luís.	
Bandeirantes_do_Tocantins	Municipalities_in_Tocantins	Bandeirantes do Tocantins	Bandeirantes do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 07º45'23 sul e a uma longitude 48º35'01 oeste, estando a uma altitude de 288 metros. Sua população estimada em 2004 era de 2 628 habitantes.Possui uma área de 1677,7 km².	Bandeirantes do Tocantins	Bandeirantes do Tocantins is a municipality located in the Brazilian state of Tocantins. Its population was 3,420 (2015), and its area is 1,542 km².	
Bannach	Municipalities_in_Pará	Bannach	Bannach é um município brasileiro do estado do Pará, fundado em 1997, pertencente à mesorregião do Sudeste Paraense e microrregião de São Félix do Xingu. Localiza-se no norte brasileiro, a uma latitude 07º20'53 sul e longitude 50º23'45 oeste.	Bannach	Bannach is a municipality in the state of Pará in the Northern region of Brazil.	
Barcarena,_Pará	Municipalities_in_Pará	Barcarena (Pará)	Barcarena é um município brasileiro do estado do Pará, pertencente à mesorregião Metropolitana de Belém. Localiza-se no norte brasileiro, a uma latitude 01º30'21 sul e longitude 48º37'33 oeste.	Barcarena, Pará	Barcarena is a Brazilian municipality in the state of Pará. It has a population of 102,015 and is part of the Belém metropolitan area. The city's economy relies largely on agriculture and bauxite. There are also facilities for pig iron nearby.	
Barcelos,_Amazonas	Municipalities_in_Amazonas_(Brazilian_state)	Barcelos (Amazonas)	Barcelos é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Norte Amazonense e Microrregião de Rio Negro, é uma cidade histórica, tendo sido a primeira capital da província do Amazonas antes da sede administrativa ser transferida para Manaus.	Barcelos, Amazonas	Barcelos, (also Barcellos), formerly Mariuá, is a municipality located in the State of Amazonas, northern Brazil. Its population was 32,169 (2005) and its area is 122,476 square kilometres (47,288 sq mi), making it the second largest municipality in Brazil (behind Altamira, Pará), equivalent in size to New York state in the United States and slightly larger than North Korea.	
Barra_do_Bugres	Municipalities_in_Mato_Grosso	Barra do Bugres	Barra do Bugres é um município brasileiro do estado de Mato Grosso. Localiza-se a 15º04'21 de latitude sul e a 57º10'52 de longitude oeste e está a 171 m de altitude. Possui uma área de 7.186,78 km² e sua população estimada em 2007 é de 32.479 habitantes e situa-se a 150 quilômetros da capital, Cuiabá. O nome da cidade deriva da barra formada pelo Rio Bugres ao desaguar no Rio Paraguai.	Barra do Bugres	Barra do Bugres is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Barra_do_Corda	Municipalities_in_Maranhão	Barra do Corda	Barra do Corda é um município brasileiro do estado do Maranhão. Sua população estimada em 2015 era de 86.151 habitantes. A cidade está localizada no centro geográfico do Maranhão, na confluência dos Rio Corda e Rio Mearim. O Rio Corda, possui águas claras e frias, enquanto o Rio Mearim possui águas esverdeadas e mornas sendo totalmente navegável a partir da confluência com o Rio Corda. O município é sede da Região de Planejamento dos Guajajaras.	Barra do Corda	Barra do Corda is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Barra_do_Garças	Municipalities_in_Mato_Grosso	Barra do Garças	Barra do Garças é um município brasileiro, localizado na Região Centro-Oeste, no estado de Mato Grosso, do qual é o oitavo município mais populoso, com população de 58 099 habitantes, conforme a estimativa do IBGE, em 2014.. Criado em 13 de junho de 1924 e emancipado em 15 de setembro de 1948, é um polo regional em Mato Grosso, sendo a principal cidade da região conhecida como Vale do Araguaia, nas proximidades da divisa com o estado de Goiás. Sua economia baseia-se na agropecuária, turismo e agricultura, com destaque para a produção de soja, arroz e milho.	Barra do Garças	Barra do Garças is a city with a population of 50,000 located in the Brazilian state of Mato Grosso, around 550 km (340 mi) far from the capital city of Cuiabá. It was founded on the 13th of June of 1924, but it became political independent just on the 15th of September of 1948. Nowadays, Barra do Garças is the 8th biggest city in Mato Grosso. It is situated on the border between Mato Grosso and Goiás states and due to this a geodesic center settled down there. The city is served by Barra do Garças Airport.	
Barra_do_Ouro	Municipalities_in_Tocantins	Barra do Ouro	Barra do Ouro é um município brasileiro, presente no estado do Tocantins. A cidade foi fundada em 26 de abril de 1996, sendo desmembrado de Goiatins, 7 anos após a criação do estado do Tocantins pela Constituição de 1988. Localiza-se a uma latitude 07º41'22 sul e a uma longitude 47º40'58 oeste, estando a uma altitude de 161 metros. Sua população em 2010 era de 4 123 habitantes e estimada em 2016 de 4 503 habitantes. Possui uma área de 1111,1 km².	Barra do Ouro	Barra do Ouro is a municipality located in the Brazilian state of Tocantins. Its population is estimated at 4,460 (2015) and its area is 1,106 km².	
Barreirinha	Municipalities_in_Amazonas_(Brazilian_state)	Barreirinha	Barreirinha é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Centro Amazonense e Microrregião de Parintins, localiza-se a leste de Manaus, capital do estado, distando desta cerca de 331 quilômetros. Ocupa uma área de 5 750,534 km² e sua população, estimada pelo IBGE em 2015, era de 30 658 habitantes, sendo assim o vigésimo terceiro município mais populoso do estado do Amazonas e o terceiro de sua microrregião.	Barreirinha	Barreirinha is a municipality located in the Brazilian state of Amazonas. Its population was 27,092 (2007) and its area is 5,751 km².	
Barreirinhas	Municipalities_in_Maranhão	Barreirinhas	Barreirinhas é um município do estado do Maranhão, no Brasil. O município é conhecido por ser a porta de entrada da região turística conhecida como Lençóis Maranhenses, que consiste em uma vasta área de altas dunas de areias brancas e de lagos e lagoas, também conhecido como Deserto Brasileiro. Possui uma população de 54 930 habitantes (Censo 2010).	Barreirinhas	Barreirinhas is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Barrolândia	Municipalities_in_Tocantins	Barrolândia	Barrolândia é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 09º50'08 sul e a uma longitude 48º43'31 oeste, estando a uma altitude de 361 metros. Sua população estimada em 2004 era de 4 731 habitantes.Possui uma área de 705,31 km².A cidade também passa, atualmente por problemas públicos, como falta de saneamento básico.	Barrolândia	Barrolândia is a municipality located in the Brazilian state of Tocantins. Its population was 5,601 in 2015 and its area is 713 km².	
Barão_de_Grajaú	Municipalities_in_Maranhão	Barão de Grajaú	Barão de Grajaú é um município brasileiro do estado do Maranhão. Município da região Leste Maranhense, microrregião das Chapadas do Alto Itapecuru, a cidade de Barão de Grajaú foi fundada em 29 de março de 1911, localizada na margem esquerda do Rio Parnaíba, tendo na margem direita a cidade de Floriano (PI). Seu padroeiro é Santo Antônio de Pádua, sua área é de 2.247 km² representando 0.6769 % do Maranhão, 0.1446 % da Região Nordeste e 0.0264 % de todo o território brasileiro tem clima semiárido, está a 108m de altitude e no CENSO de 2010 sua população está com 17.816 habitantes. A vegetação predominante é a caatinga, que produz arroz, babaçu, buriti e a palmeira jussara.	Barão de Grajaú	Barão de Grajaú is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Barão_de_Melgaço,_Mato_Grosso	Municipalities_in_Mato_Grosso	Barão de Melgaço	Barão de Melgaço é um município brasileiro do estado de Mato Grosso. Localiza-se a uma latitude 16º11'40 sul e a uma longitude 55º58'03 oeste, estando a uma altitude de 156 metros,na região do pantanal. Sua população estimada em 2013 é de 7.565 habitantes. Barão de Melgaço era uma terra do coronel Antônio Paes de Barros que doou a terra a Nossa Senhora das Dores. Padroeira: Nossa Senhora Das Dores	Barão de Melgaço, Mato Grosso	Barão de Melgaço is a municipality in the state of Mato Grosso in the Central-West Region of Brazil. The municipality contains 43% of the 108,960 hectares (269,200 acres) Encontro das Águas State Park, created in 2004.	
Bela_Vista_do_Maranhão	Municipalities_in_Maranhão	Bela Vista do Maranhão	Bela Vista do Maranhão é um município brasileiro do estado do Maranhão. Sua população estimada em 2010 era de 11.946 habitantes. As terras onde se encontra o município de Bela Vista foi habitada por cearenses fugidos da seca que assolava seu estado.	Bela Vista do Maranhão	Bela Vista do Maranhão is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Belterra,_Pará	Municipalities_in_Pará	Belterra	Belterra é um município brasileiro do estado do Pará, pertencente à Mesorregião do Baixo Amazonas. Localiza-se no norte brasileiro, a uma latitude 02º 38' 11 sul e longitude 54º 56' 14 oeste, distante cerca de 45 km do município de Santarém.	Belterra, Pará	Belterra is a municipal seat and rubber plantation site some 40 km (25 mi) south of the city of Santarém, Brazil (in the federal state of Pará) at the edge of the Planalto at 165 m (541 ft) above sea level.	
Belágua	Municipalities_in_Maranhão	Belágua	Belágua é um município brasileiro do estado do Maranhão. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 7 191 habitantes em 2014.	Belágua	Belágua is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Benedito_Leite	Municipalities_in_Maranhão	Benedito Leite	Benedito Leite é um município brasileiro do estado do Maranhão. Sua população é de 5.469 habitantes (Censo 2010), distante 522 km de São Luís (MA).	Benedito Leite	Benedito Leite is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Benevides	Municipalities_in_Pará	Benevides	Benevides é um município brasileiro do estado do Pará, situado na Região Metropolitana de Belém. Localiza-se a uma latitude 01º21'41 sul e a uma longitude 48º14'41 oeste, estando a uma altitude de 28 metros. Sua população estimada em 2007 é de 42.426 habitantes.	Benevides	Benevides is a municipality in the state of Pará in the Northern region of Brazil.	
Benjamin_Constant,_Amazonas	Municipalities_in_Amazonas_(Brazilian_state)	Benjamin Constant (Amazonas)	Benjamin Constant é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Localiza-se na microrregião do Alto Solimões, mesorregião do Sudoeste Amazonense. Sua população é de 39 484 habitantes, de acordo com dados do Instituto Brasileiro de Geografia e Estatística (IBGE) em 2015.	Benjamin Constant, Amazonas	Benjamin Constant is a municipality located in the Brazilian state of Amazonas. Its population was 26,191 (2005) and its area is 8,793 km² (5,495 mi²). The town is located by the confluence of the Javary River and the Amazon, close to the border with Peru. However, there are no customs or immigration facilities in Benjamin Constant, and entry and exit formalities take place at Tabatinga on the opposite bank of the Amazon. There are no roads into Benjamin Constant and the only access is by river boat. By fast boat it is about 31 hours from Manaus (about 7 days by slow boat). The nearest airport is at Tabatinga, 2 hours by boat.	
Bequimão	Municipalities_in_Maranhão	Bequimão	Bequimão é um município brasileiro do estado do Maranhão. Sua população estimada em 2010 era de 23.840 habitantes.	Bequimão	Bequimão is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Bernardo_Sayão	Municipalities_in_Tocantins	Bernardo Sayão	Bernardo Sayão é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 07º52'25 sul e a uma longitude 48º53'18 oeste, estando a uma altitude de 149 metros. Sua população estimada em 2004 era de 4 656 habitantes.Possui uma área de 926,888 km².	Bernardo Sayão	Bernardo Sayão is a municipality located in the Brazilian state of Tocantins. Its population was 4,532 (2015) and its area is 927 km².	
Bernardo_do_Mearim	Municipalities_in_Maranhão	Bernardo do Mearim	Bernardo do Mearim é um município brasileiro do estado do Maranhão. Sua população estimada em 2015 era de 5.900 habitantes. O município está localizado na Mesorregião do Centro Maranhense, Microrregião do Médio Mearim e compõe a Região de Planejamento do Médio Mearim.	Bernardo do Mearim	Bernardo do Mearim is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Beruri	Municipalities_in_Amazonas_(Brazilian_state)	Beruri	Beruri é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Microrregião de Coari e à Mesorregião do Centro Amazonense, sua população é de 17 755 habitantes, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE) em 2014.	Beruri	Beruri is a municipality located in the Brazilian state of Amazonas. Its population was 13,220 (2005) and its area is 17,251 km². The municipality contains 28.17% of the 1,008,167 hectares (2,491,230 acres) Piagaçu-Purus Sustainable Development Reserve, established in 2003.It contains about 6% of the Nascentes do Lago Jari National Park, an 812,745 hectares (2,008,340 acres) protected area established in 2008.It contain 57% of the 397,557 hectares (982,380 acres) Igapó-Açu Sustainable Development Reserve, created in 2009.	
Boa_Vista_do_Gurupi	Municipalities_in_Maranhão	Boa Vista do Gurupi	Boa Vista do Gurupi é um município do estado do Maranhão, Brasil. Localiza-se na microrregião do Gurupi, mesorregião do Oeste Maranhense. O município tem 7.949 habitantes (Censo 2010) e 438 km². Localiza-se exatamente na fronteira entre o Maranhão e o Pará, um município bem pacato. ( Desculpa professor Itambé)	Boa Vista do Gurupi	Boa Vista do Gurupi is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Boa_Vista_do_Ramos	Municipalities_in_Amazonas_(Brazilian_state)	Boa Vista do Ramos	Boa Vista do Ramos é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Centro Amazonense e Microrregião de Parintins, sua população, estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) em 2013 era de 16 820 habitantes.	Boa Vista do Ramos	Boa Vista do Ramos (Good View of Branches) is a municipality located in the Brazilian state of Amazonas. Its population was 12,286 (2005) and its area is 2,587 km².	
Boca_do_Acre	Municipalities_in_Amazonas_(Brazilian_state)	Boca do Acre	Boca do Acre é um município brasileiro localizado no interior do estado do Amazonas. Pertencente à Mesorregião do Sul Amazonense e Microrregião do Purus, sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE) em 2015, era de 33 498 habitantes. Recebeu esse nome por localizar-se na foz do rio Acre no rio Purus.	Boca do Acre	Boca do Acre (Mouth of Acre) is a municipality located in the Brazilian state of Amazonas. Its population was 28,261 (2005) and its area is 22,349 km². The municipality holds 92% of the 311,000 hectares (770,000 acres) Mapiá-Inauini National Forest, created in 1989.It also contains the 133,637 hectares (330,220 acres) Arapixi Extractive Reserve, created in 2006.	
